Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1977-01-01,6.0
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1977-01-01,-6.21
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1978-01-01,6.3
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1978-01-01,-7.32
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1979-01-01,9.5
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1979-01-01,-7.82
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1980-01-01,13.7
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1980-01-01,-9.61
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1981-01-01,14.1
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1981-01-01,-10.11
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1982-01-01,13.5
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1982-01-01,-9.92
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1983-01-01,12.7
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1983-01-01,-9.54
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1984-01-01,12.8
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1984-01-01,-9.24
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1985-01-01,13.0
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1985-01-01,-8.81
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1986-01-01,8.1
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1986-01-01,-8.53
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1987-01-01,9.0
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1987-01-01,-7.27
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1988-01-01,7.6
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1988-01-01,-7.69
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1989-01-01,9.6
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1989-01-01,-9.47
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1990-01-01,12.9
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1990-01-01,-9.77
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1991-01-01,12.4
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1991-01-01,-7.77
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1992-01-01,11.5
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1992-01-01,-8.3
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1993-01-01,10.4
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1993-01-01,-7.99
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1994-01-01,8.9
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1994-01-01,-9.15
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1995-01-01,10.3
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1995-01-01,-10.1
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1996-01-01,13.2
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1996-01-01,-9.09
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1997-01-01,13.8
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1997-01-01,-8.13
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1998-01-01,10.1
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1998-01-01,-8.63
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,1999-01-01,12.3
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,1999-01-01,-8.96
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2000-01-01,21.7
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2000-01-01,-9.35
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2001-01-01,19.1
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2001-01-01,-9.48
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2001-01-01,4587607.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2001-01-01,1180885.8
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2001-04-01,1205163.4
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2001-07-01,1098948.5
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2001-10-01,1102609.3
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-01-01,101.74
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2002-01-01,18.7
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2002-01-01,5.4
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2002-01-01,2.5
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2002-01-01,-12.01
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2002-01-01,4901720.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2002-01-01,1174222.2
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-02-01,102.16
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-03-01,101.94
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-04-01,101.34
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2002-04-01,5.9
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2002-04-01,1250181.8
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-05-01,100.61
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-06-01,99.94
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-07-01,100.69
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2002-07-01,5.4
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2002-07-01,1191969.9
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-08-01,101.11
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-09-01,101.42
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-10-01,101.74
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2002-10-01,7.8
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2002-10-01,1285346.1
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-11-01,102.4
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2002-12-01,102.1
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-01-01,101.48
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2003-01-01,24.5
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2003-01-01,6.5
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2003-01-01,5.8
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2003-01-01,-13.32
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2003-01-01,5687158.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2003-01-01,1404604.8
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-02-01,103.46
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-03-01,103.01
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-04-01,103.5
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2003-04-01,6.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2003-04-01,1416449.3
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-05-01,104.49
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-06-01,106.34
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-07-01,106.52
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2003-07-01,6.5
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2003-07-01,1374258.0
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-08-01,107.57
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-09-01,107.77
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-10-01,108.54
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2003-10-01,7.7
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2003-10-01,1491845.9
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-11-01,108.6
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2003-12-01,107.78
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-01-01,108.96
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2004-01-01,32.2
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-01-01,4.55
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2004-01-01,4.5
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2004-01-01,7.4
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2004-01-01,-17.95
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-01-01,4.9
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2004-01-01,6623355.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2004-01-01,1582316.4
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-02-01,108.88
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-02-01,5.11
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-02-01,5.23
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-03-01,110.04
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-03-01,6.01
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-03-01,5.71
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-04-01,110.29
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-04-01,6.65
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2004-04-01,5.1
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-04-01,6.08
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2004-04-01,1658469.5
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-05-01,109.74
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-05-01,6.78
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-05-01,6.18
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-06-01,109.21
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-06-01,6.36
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-06-01,5.86
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-07-01,109.36
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-07-01,6.2
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2004-07-01,5.0
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-07-01,5.59
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2004-07-01,1694038.3
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-08-01,109.11
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-08-01,5.76
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-08-01,5.16
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-09-01,111.27
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-09-01,5.56
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-09-01,4.91
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-10-01,111.64
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-10-01,5.23
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2004-10-01,0.9
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-10-01,4.59
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2004-10-01,1688530.7
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-11-01,110.78
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-11-01,4.78
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-11-01,4.25
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2004-12-01,110.14
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2004-12-01,4.47
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2004-12-01,3.97
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-01-01,111.8
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2005-01-01,46.3
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-01-01,4.06
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2005-01-01,5.4
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2005-01-01,4.4
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2005-01-01,-19.85
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-01-01,3.58
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2005-01-01,7843981.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2005-01-01,1869675.2
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-02-01,112.42
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-02-01,3.87
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-02-01,3.42
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-03-01,112.94
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-03-01,3.26
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-03-01,3.08
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-04-01,113.31
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-04-01,2.73
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2005-04-01,5.9
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-04-01,2.77
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2005-04-01,1932148.9
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-05-01,111.77
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-05-01,2.22
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-05-01,2.52
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-06-01,111.42
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-06-01,1.97
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-06-01,2.46
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-07-01,110.67
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-07-01,1.42
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2005-07-01,3.9
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-07-01,2.34
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2005-07-01,1956909.8
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-08-01,110.29
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-08-01,1.08
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-08-01,2.31
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-09-01,110.19
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-09-01,0.23
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-09-01,1.95
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-10-01,110.72
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-10-01,-0.53
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2005-10-01,7.3
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-10-01,1.64
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2005-10-01,2085247.0
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-11-01,110.64
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-11-01,-0.91
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-11-01,1.46
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2005-12-01,111.49
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2005-12-01,-1.07
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2005-12-01,1.38
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-01-01,112.5
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2006-01-01,54.7
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-01-01,-1.45
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2006-01-01,2.9
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2006-01-01,1.8
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2006-01-01,-20.68
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-01-01,1.22
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2006-01-01,8941655.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2006-01-01,2157053.7
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-02-01,112.15
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-02-01,-1.83
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-02-01,0.93
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-03-01,113.26
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-03-01,-1.98
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-03-01,0.73
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-04-01,114.41
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-04-01,-2.01
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2006-04-01,2.8
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-04-01,0.58
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2006-04-01,2305469.7
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-05-01,114.19
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-05-01,-1.64
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-05-01,0.61
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-06-01,113.73
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-06-01,-1.26
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-06-01,0.62
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-07-01,112.89
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-07-01,-0.62
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2006-07-01,3.2
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-07-01,0.69
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2006-07-01,2248664.1
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-08-01,113.9
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-08-01,0.12
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-08-01,0.87
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-09-01,114.75
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-09-01,1.34
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-09-01,1.29
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-10-01,115.86
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-10-01,2.63
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2006-10-01,3.7
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-10-01,1.74
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2006-10-01,2230467.5
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-11-01,115.17
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-11-01,3.56
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-11-01,2.09
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2006-12-01,115.77
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2006-12-01,4.22
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2006-12-01,2.31
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-01-01,115.17
Algeria,Exports,Bank of Algeria,Billions,USD,Yearly,DZA,2007-01-01,60.6
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-01-01,4.65
Algeria,GDP Growth Rate,Bank of Algeria,%,,Yearly,DZA,2007-01-01,3.1
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2007-01-01,4.4
Algeria,Imports,Bank of Algeria,Billions,USD,Yearly,DZA,2007-01-01,-26.35
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-01-01,2.46
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Yearly,DZA,2007-01-01,9872971.0
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2007-01-01,2298125.8
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-02-01,115.86
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-02-01,5.26
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-02-01,2.76
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-03-01,116.73
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-03-01,5.69
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-03-01,2.99
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-04-01,116.24
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-04-01,5.64
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2007-04-01,2.8
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-04-01,3.04
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2007-04-01,2471283.7
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-05-01,115.71
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-05-01,5.31
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-05-01,2.97
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-06-01,117.46
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-06-01,5.38
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-06-01,3.07
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-07-01,118.31
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-07-01,5.77
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2007-07-01,3.9
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-07-01,3.3
Algeria,Nominal GDP,"National Statistics Office, Algeria",Millions,DZD,Quarterly,DZA,2007-07-01,2452661.0
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-08-01,118.88
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-08-01,5.96
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-08-01,3.4
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-09-01,120.95
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-09-01,6.12
Algeria,Inflation Rate ,Bank of Algeria,%,,Monthly,DZA,2007-09-01,3.51
Algeria,Consumer Price Index (CPI),Bank of Algeria,Points,,Monthly,DZA,2007-10-01,121.57
Algeria,Food Inflation ,Bank of Algeria,%,,Monthly,DZA,2007-10-01,6.1
Algeria,GDP Growth Rate,Bank of Algeria,%,,Quarterly,DZA,2007-10-01,1.5
